field_id	code	label
20126	1	Bipolar I Disorder
20126	2	Bipolar II Disorder
20126	3	Probable Recurrent major depression (severe)
20126	4	Probable Recurrent major depression (moderate)
20126	5	Single Probable major depression episode
20122	1	Bipolar Type I (Mania)
20122	2	Bipolar Type II (Hypomania)
20122	0	No Bipolar
20127	0	0
20127	1	1
20127	2	2
20127	3	3
20127	4	4
20127	5	5
20127	6	6
20127	7	7
20127	8	8
20127	9	9
20127	10	10
20127	11	11
20127	12	12
20124	1	Yes
20124	0	No
20125	1	Yes
20125	0	No
20123	1	Yes
20123	0	No
1920	1	Yes
1920	0	No
1920	-1	Do not know
1920	-3	Prefer not to answer
1930	1	Yes
1930	0	No
1930	-1	Do not know
1930	-3	Prefer not to answer
1940	1	Yes
1940	0	No
1940	-1	Do not know
1940	-3	Prefer not to answer
1950	1	Yes
1950	0	No
1950	-1	Do not know
1950	-3	Prefer not to answer
1960	1	Yes
1960	0	No
1960	-1	Do not know
1960	-3	Prefer not to answer
1970	1	Yes
1970	0	No
1970	-1	Do not know
1970	-3	Prefer not to answer
1980	1	Yes
1980	0	No
1980	-1	Do not know
1980	-3	Prefer not to answer
1990	1	Yes
1990	0	No
1990	-1	Do not know
1990	-3	Prefer not to answer
2000	1	Yes
2000	0	No
2000	-1	Do not know
2000	-3	Prefer not to answer
2010	1	Yes
2010	0	No
2010	-1	Do not know
2010	-3	Prefer not to answer
2020	1	Yes
2020	0	No
2020	-1	Do not know
2020	-3	Prefer not to answer
2030	1	Yes
2030	0	No
2030	-1	Do not know
2030	-3	Prefer not to answer
2040	1	Yes
2040	0	No
2040	-1	Do not know
2040	-3	Prefer not to answer
4526	1	Extremely happy
4526	2	Very happy
4526	3	Moderately happy
4526	4	Moderately unhappy
4526	5	Very unhappy
4526	6	Extremely unhappy
4526	-1	Do not know
4526	-3	Prefer not to answer
4537	1	Extremely happy
4537	2	Very happy
4537	3	Moderately happy
4537	4	Moderately unhappy
4537	5	Very unhappy
4537	6	Extremely unhappy
4537	7	I am not employed
4537	-1	Do not know
4537	-3	Prefer not to answer
4548	1	Extremely happy
4548	2	Very happy
4548	3	Moderately happy
4548	4	Moderately unhappy
4548	5	Very unhappy
4548	6	Extremely unhappy
4548	-1	Do not know
4548	-3	Prefer not to answer
4559	1	Extremely happy
4559	2	Very happy
4559	3	Moderately happy
4559	4	Moderately unhappy
4559	5	Very unhappy
4559	6	Extremely unhappy
4559	-1	Do not know
4559	-3	Prefer not to answer
4570	1	Extremely happy
4570	2	Very happy
4570	3	Moderately happy
4570	4	Moderately unhappy
4570	5	Very unhappy
4570	6	Extremely unhappy
4570	-1	Do not know
4570	-3	Prefer not to answer
4581	1	Extremely happy
4581	2	Very happy
4581	3	Moderately happy
4581	4	Moderately unhappy
4581	5	Very unhappy
4581	6	Extremely unhappy
4581	-1	Do not know
4581	-3	Prefer not to answer
2050	1	Not at all
2050	2	Several days
2050	3	More than half the days
2050	4	Nearly every day
2050	-1	Do not know
2050	-3	Prefer not to answer
2060	1	Not at all
2060	2	Several days
2060	3	More than half the days
2060	4	Nearly every day
2060	-1	Do not know
2060	-3	Prefer not to answer
2070	1	Not at all
2070	2	Several days
2070	3	More than half the days
2070	4	Nearly every day
2070	-1	Do not know
2070	-3	Prefer not to answer
2080	1	Not at all
2080	2	Several days
2080	3	More than half the days
2080	4	Nearly every day
2080	-1	Do not know
2080	-3	Prefer not to answer
2090	1	Yes
2090	0	No
2090	-1	Do not know
2090	-3	Prefer not to answer
2100	1	Yes
2100	0	No
2100	-1	Do not know
2100	-3	Prefer not to answer
4598	1	Yes
4598	0	No
4598	-1	Do not know
4598	-3	Prefer not to answer
4609	1	1
4609	2	2
4609	3	3
4609	4	4
4609	5	5
4609	6	6
4609	7	7
4609	8	8
4609	9	9
4609	10	10
4609	11	11
4609	12	12
4609	13	13
4609	14	14
4609	15	15
4609	16	16
4609	17	17
4609	18	18
4609	19	19
4609	20	20
4609	21	21
4609	22	22
4609	23	23
4609	24	24
4609	25	25
4609	26	26
4609	27	27
4609	28	28
4609	29	29
4609	30	30
4609	31	31
4609	32	32
4609	33	33
4609	34	34
4609	35	35
4609	36	36
4609	37	37
4609	38	38
4609	39	39
4609	40	40
4609	42	42
4609	43	43
4609	44	44
4609	45	45
4609	46	46
4609	47	47
4609	48	48
4609	49	49
4609	50	50
4609	51	51
4609	52	52
4609	53	53
4609	54	54
4609	55	55
4609	56	56
4609	57	57
4609	58	58
4609	59	59
4609	60	60
4609	62	62
4609	63	63
4609	64	64
4609	65	65
4609	66	66
4609	68	68
4609	70	70
4609	72	72
4609	73	73
4609	74	74
4609	75	75
4609	76	76
4609	77	77
4609	78	78
4609	79	79
4609	80	80
4609	84	84
4609	85	85
4609	86	86
4609	88	88
4609	89	89
4609	90	90
4609	92	92
4609	95	95
4609	96	96
4609	98	98
4609	99	99
4609	100	100
4609	102	102
4609	104	104
4609	105	105
4609	106	106
4609	108	108
4609	109	109
4609	110	110
4609	111	111
4609	112	112
4609	114	114
4609	116	116
4609	118	118
4609	120	120
4609	122	122
4609	124	124
4609	125	125
4609	126	126
4609	129	129
4609	130	130
4609	134	134
4609	135	135
4609	140	140
4609	144	144
4609	148	148
4609	150	150
4609	152	152
4609	153	153
4609	154	154
4609	155	155
4609	156	156
4609	158	158
4609	160	160
4609	162	162
4609	164	164
4609	165	165
4609	170	170
4609	175	175
4609	180	180
4609	181	181
4609	182	182
4609	186	186
4609	190	190
4609	192	192
4609	198	198
4609	199	199
4609	200	200
4609	204	204
4609	206	206
4609	208	208
4609	210	210
4609	220	220
4609	225	225
4609	234	234
4609	235	235
4609	240	240
4609	250	250
4609	252	252
4609	255	255
4609	260	260
4609	262	262
4609	270	270
4609	280	280
4609	288	288
4609	300	300
4609	306	306
4609	312	312
4609	316	316
4609	320	320
4609	335	335
4609	346	346
4609	350	350
4609	360	360
4609	362	362
4609	364	364
4609	365	365
4609	370	370
4609	400	400
4609	408	408
4609	416	416
4609	418	418
4609	420	420
4609	443	443
4609	450	450
4609	468	468
4609	469	469
4609	480	480
4609	500	500
4609	510	510
4609	518	518
4609	520	520
4609	550	550
4609	566	566
4609	600	600
4609	602	602
4609	612	612
4609	624	624
4609	636	636
4609	650	650
4609	662	662
4609	676	676
4609	700	700
4609	720	720
4609	728	728
4609	740	740
4609	750	750
4609	780	780
4609	800	800
4609	888	888
4609	900	900
4609	936	936
4609	999	999
4609	-1	Do not know
4609	-3	Prefer not to answer
4620	1	1
4620	2	2
4620	3	3
4620	4	4
4620	5	5
4620	6	6
4620	7	7
4620	8	8
4620	9	9
4620	10	10
4620	11	11
4620	12	12
4620	13	13
4620	14	14
4620	15	15
4620	16	16
4620	17	17
4620	18	18
4620	19	19
4620	20	20
4620	21	21
4620	22	22
4620	23	23
4620	24	24
4620	25	25
4620	26	26
4620	27	27
4620	28	28
4620	30	30
4620	31	31
4620	32	32
4620	33	33
4620	35	35
4620	36	36
4620	37	37
4620	40	40
4620	41	41
4620	42	42
4620	44	44
4620	45	45
4620	46	46
4620	47	47
4620	48	48
4620	49	49
4620	50	50
4620	51	51
4620	52	52
4620	53	53
4620	54	54
4620	55	55
4620	56	56
4620	60	60
4620	61	61
4620	64	64
4620	65	65
4620	66	66
4620	68	68
4620	70	70
4620	72	72
4620	75	75
4620	76	76
4620	78	78
4620	80	80
4620	82	82
4620	85	85
4620	86	86
4620	87	87
4620	90	90
4620	95	95
4620	96	96
4620	99	99
4620	100	100
4620	102	102
4620	104	104
4620	105	105
4620	110	110
4620	112	112
4620	120	120
4620	122	122
4620	125	125
4620	126	126
4620	130	130
4620	140	140
4620	150	150
4620	152	152
4620	153	153
4620	156	156
4620	160	160
4620	168	168
4620	170	170
4620	175	175
4620	180	180
4620	182	182
4620	190	190
4620	192	192
4620	199	199
4620	200	200
4620	203	203
4620	204	204
4620	208	208
4620	240	240
4620	250	250
4620	256	256
4620	260	260
4620	262	262
4620	280	280
4620	300	300
4620	312	312
4620	316	316
4620	350	350
4620	360	360
4620	364	364
4620	365	365
4620	400	400
4620	450	450
4620	469	469
4620	480	480
4620	500	500
4620	520	520
4620	600	600
4620	676	676
4620	700	700
4620	728	728
4620	800	800
4620	888	888
4620	900	900
4620	936	936
4620	999	999
4620	1000	1000
4620	1236	1236
4620	1400	1400
4620	1995	1995
4620	2052	2052
4620	3000	3000
4620	9999	9999
4620	-1	Do not know
4620	-3	Prefer not to answer
4631	1	Yes
4631	0	No
4631	-1	Do not know
4631	-3	Prefer not to answer
5375	1	1
5375	2	2
5375	3	3
5375	4	4
5375	5	5
5375	6	6
5375	7	7
5375	8	8
5375	9	9
5375	10	10
5375	11	11
5375	12	12
5375	13	13
5375	14	14
5375	15	15
5375	16	16
5375	17	17
5375	18	18
5375	19	19
5375	20	20
5375	21	21
5375	22	22
5375	23	23
5375	24	24
5375	25	25
5375	26	26
5375	27	27
5375	28	28
5375	29	29
5375	30	30
5375	31	31
5375	32	32
5375	33	33
5375	34	34
5375	35	35
5375	36	36
5375	37	37
5375	38	38
5375	39	39
5375	40	40
5375	41	41
5375	42	42
5375	43	43
5375	44	44
5375	45	45
5375	46	46
5375	48	48
5375	49	49
5375	50	50
5375	51	51
5375	52	52
5375	53	53
5375	54	54
5375	55	55
5375	56	56
5375	58	58
5375	59	59
5375	60	60
5375	61	61
5375	62	62
5375	63	63
5375	64	64
5375	65	65
5375	66	66
5375	68	68
5375	70	70
5375	72	72
5375	74	74
5375	75	75
5375	76	76
5375	77	77
5375	78	78
5375	80	80
5375	82	82
5375	84	84
5375	85	85
5375	88	88
5375	90	90
5375	92	92
5375	95	95
5375	96	96
5375	99	99
5375	100	100
5375	102	102
5375	104	104
5375	105	105
5375	106	106
5375	108	108
5375	110	110
5375	111	111
5375	112	112
5375	115	115
5375	116	116
5375	118	118
5375	120	120
5375	122	122
5375	124	124
5375	125	125
5375	126	126
5375	127	127
5375	128	128
5375	129	129
5375	130	130
5375	134	134
5375	135	135
5375	136	136
5375	140	140
5375	144	144
5375	150	150
5375	152	152
5375	153	153
5375	154	154
5375	156	156
5375	159	159
5375	160	160
5375	165	165
5375	166	166
5375	170	170
5375	175	175
5375	178	178
5375	180	180
5375	182	182
5375	186	186
5375	190	190
5375	192	192
5375	200	200
5375	204	204
5375	208	208
5375	209	209
5375	210	210
5375	220	220
5375	240	240
5375	250	250
5375	256	256
5375	260	260
5375	280	280
5375	300	300
5375	306	306
5375	312	312
5375	316	316
5375	340	340
5375	350	350
5375	356	356
5375	362	362
5375	364	364
5375	365	365
5375	400	400
5375	408	408
5375	412	412
5375	416	416
5375	418	418
5375	420	420
5375	443	443
5375	450	450
5375	480	480
5375	500	500
5375	510	510
5375	518	518
5375	520	520
5375	530	530
5375	548	548
5375	550	550
5375	572	572
5375	600	600
5375	609	609
5375	624	624
5375	650	650
5375	662	662
5375	676	676
5375	700	700
5375	720	720
5375	728	728
5375	750	750
5375	780	780
5375	800	800
5375	884	884
5375	888	888
5375	900	900
5375	936	936
5375	999	999
5375	-1	Do not know
5375	-3	Prefer not to answer
5386	1	1
5386	2	2
5386	3	3
5386	4	4
5386	5	5
5386	6	6
5386	7	7
5386	8	8
5386	9	9
5386	10	10
5386	11	11
5386	12	12
5386	13	13
5386	14	14
5386	15	15
5386	16	16
5386	17	17
5386	18	18
5386	20	20
5386	21	21
5386	22	22
5386	23	23
5386	24	24
5386	25	25
5386	26	26
5386	27	27
5386	28	28
5386	30	30
5386	31	31
5386	32	32
5386	33	33
5386	35	35
5386	36	36
5386	37	37
5386	39	39
5386	40	40
5386	42	42
5386	44	44
5386	45	45
5386	46	46
5386	48	48
5386	49	49
5386	50	50
5386	52	52
5386	53	53
5386	54	54
5386	55	55
5386	56	56
5386	58	58
5386	60	60
5386	61	61
5386	63	63
5386	64	64
5386	65	65
5386	67	67
5386	70	70
5386	72	72
5386	75	75
5386	76	76
5386	78	78
5386	80	80
5386	82	82
5386	90	90
5386	95	95
5386	96	96
5386	98	98
5386	99	99
5386	100	100
5386	102	102
5386	104	104
5386	105	105
5386	108	108
5386	110	110
5386	111	111
5386	112	112
5386	120	120
5386	121	121
5386	125	125
5386	130	130
5386	140	140
5386	150	150
5386	152	152
5386	153	153
5386	156	156
5386	160	160
5386	165	165
5386	166	166
5386	175	175
5386	180	180
5386	182	182
5386	190	190
5386	192	192
5386	200	200
5386	204	204
5386	208	208
5386	210	210
5386	220	220
5386	222	222
5386	224	224
5386	250	250
5386	260	260
5386	280	280
5386	300	300
5386	312	312
5386	316	316
5386	350	350
5386	360	360
5386	364	364
5386	365	365
5386	400	400
5386	416	416
5386	420	420
5386	450	450
5386	500	500
5386	509	509
5386	518	518
5386	520	520
5386	522	522
5386	572	572
5386	600	600
5386	676	676
5386	700	700
5386	728	728
5386	750	750
5386	780	780
5386	800	800
5386	888	888
5386	900	900
5386	936	936
5386	999	999
5386	-1	Do not know
5386	-3	Prefer not to answer
4642	1	Yes
4642	0	No
4642	-1	Do not know
4642	-3	Prefer not to answer
4653	1	Yes
4653	0	No
4653	-1	Do not know
4653	-3	Prefer not to answer
6156	11	I was more active than usual
6156	12	I was more talkative than usual
6156	13	I needed less sleep than usual
6156	14	I was more creative or had more ideas than usual
6156	15	All of the above
6156	-7	None of the above
5663	11	At least two days, but less than a week
5663	12	Less than a week
5663	13	A week or more
5663	-1	Do not know
5663	-3	Prefer not to answer
5674	11	No problems
5674	12	Needed treatment or caused problems with work, relationships, finances, the law or other aspects of life
5674	-1	Do not know
5674	-3	Prefer not to answer
6145	1	Serious illness, injury or assault to yourself
6145	2	Serious illness, injury or assault of a close relative
6145	3	Death of a close relative
6145	4	Death of a spouse or partner
6145	5	Marital separation/divorce
6145	6	Financial difficulties
6145	-7	None of the above
6145	-3	Prefer not to answer
